5,6.94462444865963,69.9605448634592,17.2307633289987
10,6.67004356955599,226.706050715214,17.4210273081925
15,6.68140063067183,481.574084525358,18.1257750325098
20,6.72119106496605,834.172570871262,19.0396241872562
40,6.68952580234363,3200.25961508452,21.947366710013
5,6.88101766535236,71.3296328124999,23.3268684895833
5,14.204098372384,64.1304674479167,18.8550442708333
5,13.1624258971807,59.6397005208333,28.8157682291666
10,13.2121387981788,210.239834635417,48.8457083333334
15,13.2575305026326,457.319287760417,68.5504817708334
20,13.3548449752349,799.734169270834,88.3793671875001
40,13.4867867681834,3138.89690625,169.461709635417
5,14.525312246036,65.3489075520833,31.74419921875
10,15.196528272251,238.673915364583,55.6255416666667
15,14.3129985570927,488.52003125,73.3209947916667
20,14.7489122540018,871.54133203125,96.3726536458333
40,14.1415869544706,3271.11291015625,176.85134765625
5,13.3769336848483,60.4317565104166,29.2267942708333
10,13.3919711393465,212.421360677083,49.3638398437501
15,13.3617524490433,460.128736979166,69.01163671875
20,13.5854456511026,810.689571614583,89.5856731770833
40,13.7897314453805,3194.38095182292,172.548328125
5,34.5068599999649,61.351,28.772
5,13.1504443606767,59.22123046875,28.7568203125
10,13.1641755442704,209.256123697917,48.38012890625
15,13.2238506510397,455.581248697916,68.3009713541666
20,13.2992524544306,797.67480078125,88.0725039062499
40,13.7164519179717,3130.13926302083,167.498951822917
5,36.9059770018794,60.103,27.652
5,35.7036079999489,61.367,30.544
5,65.1261190005243,68.07,34.379
5,13.3391308508535,59.6554813559322,29.1001830508475
10,13.4254722169317,210.85066440678,48.8246881355932
15,13.4008083017021,459.949020338983,69.2714644067797
20,13.3192318135979,797.675776271187,88.0969254237288
40,13.665548376279,3127.45646440678,167.587911864407
15,13.3210866237509,455.06752881356,68.419586440678
5,13.3680227084431,59.7664372881356,29.2246338983051
10,13.3550349051062,211.374525423729,49.0718949152542
15,13.2992191457699,456.059071186441,68.5921762711865
20,13.3785822305133,797.531972881356,88.0423220338983
40,13.6787983932633,3127.08208474576,167.225891525424
